x0,x1,x2,u
0.957606,0.570822,-5.49162,0.291488
0.95463,0.564786,-5.57199,0.105725
0.942179,0.558456,-5.65095,0.417874
0.936916,0.552405,-5.72973,0.185517
0.923109,0.546117,-5.80724,0.457531
0.917688,0.54016,-5.88466,0.190945
0.904049,0.533978,-5.96086,0.45269
0.896234,0.528058,-6.03682,0.271805
0.89387,0.522311,-6.11236,0.0841192
0.882231,0.516269,-6.18657,0.393403
0.877592,0.510494,-6.26053,0.16396
0.864615,0.504482,-6.33328,0.433426
0.857218,0.498719,-6.40572,0.257888
0.855238,0.493125,-6.47772,0.0705136
0.844047,0.487233,-6.54843,0.379695
0.839777,0.481603,-6.61884,0.151144
0.82725,0.475733,-6.68807,0.420126
0.820223,0.470107,-6.75696,0.245506
0.818605,0.464647,-6.82538,0.057636
0.807842,0.458885,-6.89255,0.36648
0.803928,0.453381,-6.95938,0.138696
0.791834,0.447634,-7.02506,0.407172
0.785167,0.442127,-7.09036,0.233415
0.7839,0.436781,-7.15517,0.0451695
0.773547,0.431131,-7.21876,0.353687
0.769976,0.425733,-7.28198,0.126645
0.758296,0.42009,-7.34408,0.39467
0.754501,0.414748,-7.40586,0.134497
0.742933,0.409175,-7.46656,0.391275
0.736801,0.403836,-7.52683,0.215294
0.736081,0.398655,-7.58658,0.0256519
0.72642,0.393168,-7.64518,0.331803
0.723404,0.38792,-7.70334,0.107143
0.712423,0.382426,-7.76044,0.373225
0.706661,0.377153,-7.81706,0.20267
0.706265,0.372033,-7.87314,0.014095
0.696952,0.366601,-7.92809,0.320658
0.694232,0.361406,-7.98257,0.0966973
0.683592,0.35596,-8.03601,0.362663
0.678122,0.35073,-8.08894,0.192646
0.678007,0.345648,-8.1413,0.00410226
0.669003,0.340254,-8.19256,0.310697
0.66655,0.335089,-8.24332,0.0872302
0.656217,0.329671,-8.29305,0.353061
0.653485,0.324532,-8.34232,0.0971254
0.643209,0.319153,-8.39059,0.35125
0.644791,0.314167,-8.43851,-0.0563563
0.625163,0.308512,-8.48499,0.610693
0.596505,0.30282,-8.53064,0.796263
0.569366,0.297509,-8.57591,0.769041
0.541872,0.292514,-8.62073,0.775537
0.514605,0.287865,-8.66515,0.771389
0.48741,0.283561,-8.70917,0.770073
0.460341,0.27961,-8.75283,0.767733
0.433396,0.276017,-8.79614,0.765464
0.406584,0.272788,-8.83913,0.762988
0.379909,0.269929,-8.88183,0.760408
0.353378,0.267445,-8.92427,0.757738
0.326994,0.265342,-8.96648,0.754944
0.30076,0.263624,-9.00848,0.752093
0.274679,0.262296,-9.05032,0.749184
0.248752,0.261363,-9.09203,0.74623
0.222979,0.260829,-9.13364,0.743276
0.197359,0.260698,-9.1752,0.740303
0.171889,0.260974,-9.21672,0.737361
0.146567,0.261661,-9.25826,0.734475
0.121389,0.262763,-9.29984,0.731647
0.096348,0.264283,-9.34149,0.728924
0.0714396,0.266224,-9.38326,0.72629
0.0466548,0.268589,-9.42518,0.723822
0.0219866,0.271381,-9.46726,0.721482
-0.0025752,0.274601,-9.50954,0.719338
-0.0270411,0.278253,-9.55205,0.717401
-0.051423,0.282339,-9.5948,0.715696
-0.0757325,0.286859,-9.63782,0.714226
-0.0999836,0.291815,-9.6811,0.713034
-0.124191,0.297209,-9.72467,0.712135
-0.148369,0.303041,-9.76853,0.711552
-0.172534,0.309312,-9.81266,0.711269
-0.196703,0.316021,-9.85707,0.711371
-0.220895,0.323169,-9.90173,0.711813
-0.245126,0.330753,-9.94662,0.712634
-0.269418,0.338774,-9.99171,0.713858
-0.29379,0.347228,-10.037,0.715498
-0.318262,0.356115,-10.0823,0.717535
-0.342858,0.365429,-10.1277,0.720022
-0.386257,0.374765,-10.1743,0.997138
-0.380222,0.385781,-10.2165,-0.211969
-0.370244,0.396934,-10.2594,-0.341874
-0.356197,0.408184,-10.3031,-0.464393
-0.345068,0.419342,-10.3483,-0.377779
-0.331416,0.430553,-10.3945,-0.453068
-0.315123,0.441791,-10.4418,-0.526368
-0.302817,0.45289,-10.4908,-0.413521
-0.286864,0.464051,-10.5406,-0.517249
-0.274181,0.475091,-10.5922,-0.42476
-0.257543,0.486194,-10.6446,-0.535492
-0.244289,0.497164,-10.6987,-0.441542
-0.226915,0.508194,-10.7537,-0.55469
-0.212089,0.519099,-10.8104,-0.486354
-0.197884,0.529945,-10.8685,-0.468867
-0.183662,0.540754,-10.9278,-0.469373
-0.170233,0.551506,-10.9886,-0.44663
-0.151503,0.56234,-11.05,-0.588875
-0.13537,0.573027,-11.1132,-0.522068
-0.119758,0.58364,-11.1779,-0.508016
-0.104128,0.594194,-11.2439,-0.508491
-0.0872315,0.604716,-11.3112,-0.542281
-0.0747325,0.615066,-11.3803,-0.419295
-0.064042,0.625351,-11.4508,-0.364226
-0.035728,0.636018,-11.5205,-0.790227
0.0134368,0.646941,-11.59,-1.05245
0.0415939,0.656936,-11.6653,-0.787449
0.093977,0.667269,-11.7402,-1.07929
0.120601,0.676472,-11.8213,-0.759467
0.17767,0.686185,-11.9015,-1.11408
0.201328,0.694462,-11.9884,-0.700795
